"driver_mut" "ProjectName" "sample" "CLASS" "indel_n"
"261" "EGFR" "ESAD-UK" "60525b38-c34b-479b-86d3-013c7e567b8f" "cNHEJ" 22
"262" "EGFR" "ESAD-UK" "60525b38-c34b-479b-86d3-013c7e567b8f" "MMEJ" 96
"263" "EGFR" "ESAD-UK" "7d2da7ba-f57c-4083-9572-6fa98008083b" "cNHEJ" 11
"264" "EGFR" "ESAD-UK" "7d2da7ba-f57c-4083-9572-6fa98008083b" "MMEJ" 41
"265" "EGFR" "ESAD-UK" "e7a0889c-dd8c-4230-9c63-384f1f6ee577" "cNHEJ" 10
"266" "EGFR" "ESAD-UK" "e7a0889c-dd8c-4230-9c63-384f1f6ee577" "MMEJ" 41
"267" "EGFR" "ESAD-UK" "eb1531b0-8af1-4b2b-9192-644cb47101fc" "cNHEJ" 16
"268" "EGFR" "ESAD-UK" "eb1531b0-8af1-4b2b-9192-644cb47101fc" "MMEJ" 62
"269" "EGFR" "ESAD-UK" "f0a33adc-ea90-46ef-a24a-a8d7e4e15db3" "cNHEJ" 5
"270" "EGFR" "ESAD-UK" "f0a33adc-ea90-46ef-a24a-a8d7e4e15db3" "MMEJ" 41
"271" "EGFR" "GBM-US" "0332b017-17d5-4083-8fc4-9d6f8fdbbbde" "cNHEJ" 1
"272" "EGFR" "GBM-US" "0332b017-17d5-4083-8fc4-9d6f8fdbbbde" "MMEJ" 20
"273" "EGFR" "GBM-US" "08ac57ec-0036-4134-a9bb-f22eaa27ab0d" "cNHEJ" 3
"274" "EGFR" "GBM-US" "08ac57ec-0036-4134-a9bb-f22eaa27ab0d" "MMEJ" 11
"275" "EGFR" "GBM-US" "1e27cc8a-5394-4958-9af6-5ece1fe24516" "cNHEJ" 11
"276" "EGFR" "GBM-US" "1e27cc8a-5394-4958-9af6-5ece1fe24516" "MMEJ" 20
"277" "EGFR" "GBM-US" "374cbd87-428e-4509-85c1-b7d3302c30a0" "cNHEJ" 4
"278" "EGFR" "GBM-US" "374cbd87-428e-4509-85c1-b7d3302c30a0" "MMEJ" 10
"279" "EGFR" "GBM-US" "3914c02e-44ad-4c96-8464-61aa95b42c49" "cNHEJ" 8
"280" "EGFR" "GBM-US" "3914c02e-44ad-4c96-8464-61aa95b42c49" "MMEJ" 11
"281" "EGFR" "GBM-US" "39520be3-a2af-4189-acf4-9d239363333a" "cNHEJ" 4
"282" "EGFR" "GBM-US" "39520be3-a2af-4189-acf4-9d239363333a" "MMEJ" 17
"283" "EGFR" "GBM-US" "41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f" "cNHEJ" 4
"284" "EGFR" "GBM-US" "41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f" "MMEJ" 14
"285" "EGFR" "GBM-US" "4a1ad661-f6ae-44e8-b50b-72ff658ff22b" "cNHEJ" 7
"286" "EGFR" "GBM-US" "4a1ad661-f6ae-44e8-b50b-72ff658ff22b" "MMEJ" 5
"287" "EGFR" "GBM-US" "53dec97d-0464-4ffd-8e2e-95b2b9a03af0" "cNHEJ" 2
"288" "EGFR" "GBM-US" "53dec97d-0464-4ffd-8e2e-95b2b9a03af0" "MMEJ" 7
"289" "EGFR" "GBM-US" "65723119-bdfe-46f0-b629-c171023abd71" "MMEJ" 11
"290" "EGFR" "GBM-US" "6de41ac1-229b-40b9-a494-5588c284351d" "cNHEJ" 5
"291" "EGFR" "GBM-US" "6de41ac1-229b-40b9-a494-5588c284351d" "MMEJ" 12
"292" "EGFR" "GBM-US" "7163a0f7-2c69-40b8-8857-8ab3f46f0acf" "cNHEJ" 8
"293" "EGFR" "GBM-US" "7163a0f7-2c69-40b8-8857-8ab3f46f0acf" "MMEJ" 15
"294" "EGFR" "GBM-US" "7cae6c0b-36fe-411b-bbba-093a4c846d84" "cNHEJ" 57
"295" "EGFR" "GBM-US" "7cae6c0b-36fe-411b-bbba-093a4c846d84" "MMEJ" 83
"296" "EGFR" "GBM-US" "914421d2-898e-433e-bb66-b1710eaae2c7" "cNHEJ" 10
"297" "EGFR" "GBM-US" "914421d2-898e-433e-bb66-b1710eaae2c7" "MMEJ" 17
"298" "EGFR" "GBM-US" "96e3db14-2bb1-4f68-aed6-5e794750c96e" "cNHEJ" 80
"299" "EGFR" "GBM-US" "96e3db14-2bb1-4f68-aed6-5e794750c96e" "MMEJ" 97
"300" "EGFR" "GBM-US" "96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb" "cNHEJ" 7
"301" "EGFR" "GBM-US" "96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb" "MMEJ" 17
"302" "EGFR" "GBM-US" "9880c3c9-5685-42a7-8fe9-7585ea1a1d37" "cNHEJ" 5
"303" "EGFR" "GBM-US" "9880c3c9-5685-42a7-8fe9-7585ea1a1d37" "MMEJ" 15
"304" "EGFR" "GBM-US" "a8f86b64-914c-4d89-897b-33bcdd1759f7" "cNHEJ" 3
"305" "EGFR" "GBM-US" "a8f86b64-914c-4d89-897b-33bcdd1759f7" "MMEJ" 7
"306" "EGFR" "GBM-US" "b1e62d8e-24d2-4118-8cd0-3142acebdd5b" "cNHEJ" 2
"307" "EGFR" "GBM-US" "b1e62d8e-24d2-4118-8cd0-3142acebdd5b" "MMEJ" 15
"308" "EGFR" "GBM-US" "c27290e4-6835-448a-abdc-df8ddd5f4630" "cNHEJ" 2
"309" "EGFR" "GBM-US" "c27290e4-6835-448a-abdc-df8ddd5f4630" "MMEJ" 6
"310" "EGFR" "GBM-US" "d1132127-1250-43af-9c16-425798a3d1a7" "cNHEJ" 5
"311" "EGFR" "GBM-US" "d1132127-1250-43af-9c16-425798a3d1a7" "MMEJ" 17
"312" "EGFR" "GBM-US" "d60f54f5-b154-42c4-99fb-cea4e7a33dc7" "cNHEJ" 9
"313" "EGFR" "GBM-US" "d60f54f5-b154-42c4-99fb-cea4e7a33dc7" "MMEJ" 14
"314" "EGFR" "GBM-US" "eab71331-53d3-4cf5-96c9-5121a3962c27" "cNHEJ" 4
"315" "EGFR" "GBM-US" "eab71331-53d3-4cf5-96c9-5121a3962c27" "MMEJ" 17
"316" "EGFR" "GBM-US" "ece0f3a4-a204-4c52-bb1f-88d44a875b2e" "cNHEJ" 4
"317" "EGFR" "GBM-US" "ece0f3a4-a204-4c52-bb1f-88d44a875b2e" "MMEJ" 9
"318" "EGFR" "GBM-US" "f98de26b-c7d6-435d-81fa-1f1869da9087" "cNHEJ" 116
"319" "EGFR" "GBM-US" "f98de26b-c7d6-435d-81fa-1f1869da9087" "MMEJ" 113
"320" "EGFR" "GBM-US" "fca08ee9-b480-4dc7-be56-f1eb03b56f7c" "cNHEJ" 6
"321" "EGFR" "GBM-US" "fca08ee9-b480-4dc7-be56-f1eb03b56f7c" "MMEJ" 17
"322" "EGFR" "HNSC-US" "1727e88b-df0a-4af2-9191-8c6061d98ad0" "cNHEJ" 10
"323" "EGFR" "HNSC-US" "1727e88b-df0a-4af2-9191-8c6061d98ad0" "MMEJ" 32
"324" "EGFR" "HNSC-US" "c76f7fcc-2748-4b6d-805e-d21652dd5e3a" "cNHEJ" 36
"325" "EGFR" "HNSC-US" "c76f7fcc-2748-4b6d-805e-d21652dd5e3a" "MMEJ" 118
"326" "EGFR" "HNSC-US" "e2b5c926-491d-430d-8d9c-5c73d7752d1b" "cNHEJ" 16
"327" "EGFR" "HNSC-US" "e2b5c926-491d-430d-8d9c-5c73d7752d1b" "MMEJ" 50
"328" "EGFR" "LUSC-US" "0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f" "cNHEJ" 32
"329" "EGFR" "LUSC-US" "0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f" "MMEJ" 34
"330" "EGFR" "LUSC-US" "2045c788-9ea8-4ea5-a5e3-65fc16a62adb" "cNHEJ" 16
"331" "EGFR" "LUSC-US" "2045c788-9ea8-4ea5-a5e3-65fc16a62adb" "MMEJ" 72
"332" "EGFR" "LUSC-US" "84e601b7-dfa5-4cd5-9fef-07f03967a0d4" "cNHEJ" 33
"333" "EGFR" "LUSC-US" "84e601b7-dfa5-4cd5-9fef-07f03967a0d4" "MMEJ" 95
"334" "MEN1" "PAEN-AU" "00508f2b-36bf-44fc-b66b-97e1f3e40bfa" "cNHEJ" 2
"335" "MEN1" "PAEN-AU" "00508f2b-36bf-44fc-b66b-97e1f3e40bfa" "MMEJ" 14
"336" "MEN1" "PAEN-AU" "01c8e465-2b4e-4519-bdef-c3ac06b43eeb" "cNHEJ" 1
"337" "MEN1" "PAEN-AU" "01c8e465-2b4e-4519-bdef-c3ac06b43eeb" "MMEJ" 8
"338" "MEN1" "PAEN-AU" "0363fe2c-d765-450e-8b1a-d13a23d9af2a" "cNHEJ" 1
"339" "MEN1" "PAEN-AU" "0363fe2c-d765-450e-8b1a-d13a23d9af2a" "MMEJ" 2
"340" "MEN1" "PAEN-AU" "05c487aa-72d8-42e6-aa2b-b9b5ce273f5c" "cNHEJ" 6
"341" "MEN1" "PAEN-AU" "05c487aa-72d8-42e6-aa2b-b9b5ce273f5c" "MMEJ" 8
"342" "MEN1" "PAEN-AU" "0e7ac212-0469-4f17-9432-205ab1831257" "cNHEJ" 10
"343" "MEN1" "PAEN-AU" "0e7ac212-0469-4f17-9432-205ab1831257" "MMEJ" 11
"344" "MEN1" "PAEN-AU" "16c6f975-48fd-4cda-946a-777cb922949d" "cNHEJ" 7
"345" "MEN1" "PAEN-AU" "16c6f975-48fd-4cda-946a-777cb922949d" "MMEJ" 6
"346" "MEN1" "PAEN-AU" "1a5bf97e-3d49-4d3f-b385-ffa7a295be9c" "cNHEJ" 3
"347" "MEN1" "PAEN-AU" "1a5bf97e-3d49-4d3f-b385-ffa7a295be9c" "MMEJ" 10
"348" "MEN1" "PAEN-AU" "1b7838c9-c685-41c3-b184-a2e40c7c4dc7" "cNHEJ" 7
"349" "MEN1" "PAEN-AU" "1b7838c9-c685-41c3-b184-a2e40c7c4dc7" "MMEJ" 10
"350" "MEN1" "PAEN-AU" "1eb1bc62-18f6-4bcb-a16d-aa6a91914031" "cNHEJ" 4
"351" "MEN1" "PAEN-AU" "1eb1bc62-18f6-4bcb-a16d-aa6a91914031" "MMEJ" 11
"352" "MEN1" "PAEN-AU" "2660825c-68f0-4631-948e-6da158edbe9e" "cNHEJ" 3
"353" "MEN1" "PAEN-AU" "2660825c-68f0-4631-948e-6da158edbe9e" "MMEJ" 5
"354" "MEN1" "PAEN-AU" "3ad44032-01fb-4f84-b880-f01bb13a4359" "cNHEJ" 5
"355" "MEN1" "PAEN-AU" "3ad44032-01fb-4f84-b880-f01bb13a4359" "MMEJ" 6
"356" "MEN1" "PAEN-AU" "3bb25b72-ceb1-4169-891e-339f22cb0f03" "cNHEJ" 6
"357" "MEN1" "PAEN-AU" "3bb25b72-ceb1-4169-891e-339f22cb0f03" "MMEJ" 17
"358" "MEN1" "PAEN-AU" "48b15122-b1e9-4c30-8fc5-70a07686779a" "cNHEJ" 3
"359" "MEN1" "PAEN-AU" "48b15122-b1e9-4c30-8fc5-70a07686779a" "MMEJ" 7
"360" "MEN1" "PAEN-AU" "4b5d9d8c-ff95-45f4-9287-2804e8a98ade" "cNHEJ" 6
"361" "MEN1" "PAEN-AU" "4b5d9d8c-ff95-45f4-9287-2804e8a98ade" "MMEJ" 16
"362" "MEN1" "PAEN-AU" "559c30f2-8ae7-43c8-819c-800261065e06" "cNHEJ" 5
"363" "MEN1" "PAEN-AU" "559c30f2-8ae7-43c8-819c-800261065e06" "MMEJ" 17
"364" "MEN1" "PAEN-AU" "56425c2e-6bbf-4b20-ba07-79a526dd4603" "MMEJ" 4
"365" "MEN1" "PAEN-AU" "5702affd-eafe-42a4-8f56-c1f22f8f184d" "cNHEJ" 6
"366" "MEN1" "PAEN-AU" "5702affd-eafe-42a4-8f56-c1f22f8f184d" "MMEJ" 13
"367" "MEN1" "PAEN-AU" "5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e" "cNHEJ" 4
"368" "MEN1" "PAEN-AU" "5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e" "MMEJ" 17
"369" "MEN1" "PAEN-AU" "6dc43234-4f07-4c53-8b07-8d78d9dbad3b" "cNHEJ" 3
"370" "MEN1" "PAEN-AU" "6dc43234-4f07-4c53-8b07-8d78d9dbad3b" "MMEJ" 11
"371" "MEN1" "PAEN-AU" "7ae3671f-bf98-4693-8f35-3b762c9121d4" "cNHEJ" 7
"372" "MEN1" "PAEN-AU" "7ae3671f-bf98-4693-8f35-3b762c9121d4" "MMEJ" 23
"373" "MEN1" "PAEN-AU" "8cbd1752-7eea-46d3-8623-09e96dfb1fdf" "cNHEJ" 3
"374" "MEN1" "PAEN-AU" "8cbd1752-7eea-46d3-8623-09e96dfb1fdf" "MMEJ" 11
"375" "MEN1" "PAEN-AU" "96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4" "MMEJ" 4
"376" "MEN1" "PAEN-AU" "9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43" "cNHEJ" 4
"377" "MEN1" "PAEN-AU" "9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43" "MMEJ" 14
"378" "MEN1" "PAEN-AU" "acb5e263-111b-43d8-9bd1-adb9a54e0fc0" "cNHEJ" 3
"379" "MEN1" "PAEN-AU" "acb5e263-111b-43d8-9bd1-adb9a54e0fc0" "MMEJ" 5
"380" "MEN1" "PAEN-AU" "b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d" "cNHEJ" 7
"381" "MEN1" "PAEN-AU" "b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d" "MMEJ" 9
"382" "MEN1" "PAEN-AU" "b8068cbb-4523-4ac9-ab17-edd4eb0e2975" "cNHEJ" 2
"383" "MEN1" "PAEN-AU" "b8068cbb-4523-4ac9-ab17-edd4eb0e2975" "MMEJ" 8
"384" "MEN1" "PAEN-AU" "bf91afc4-aa2b-4365-80c5-b98c9d118e10" "cNHEJ" 4
"385" "MEN1" "PAEN-AU" "bf91afc4-aa2b-4365-80c5-b98c9d118e10" "MMEJ" 13
"386" "MEN1" "PAEN-AU" "c766274a-3c1e-443f-9ed4-c0e2b9c904d1" "cNHEJ" 4
"387" "MEN1" "PAEN-AU" "c766274a-3c1e-443f-9ed4-c0e2b9c904d1" "MMEJ" 12
"388" "MEN1" "PAEN-AU" "d515c7d2-2314-46bf-9736-ff3f3d2ab599" "MMEJ" 7
"389" "MEN1" "PAEN-AU" "dc57c2e7-4c5b-4e2b-93c6-f032fcebc2fa" "cNHEJ" 5
"390" "MEN1" "PAEN-AU" "dc57c2e7-4c5b-4e2b-93c6-f032fcebc2fa" "MMEJ" 14
"391" "MEN1" "PAEN-AU" "de4d6f9f-d64a-41b9-a928-64e79b9f7d5f" "cNHEJ" 2
"392" "MEN1" "PAEN-AU" "de4d6f9f-d64a-41b9-a928-64e79b9f7d5f" "MMEJ" 8
"393" "MEN1" "PAEN-AU" "df2d41c4-7e79-4a46-aa4a-2a11c051ac40" "cNHEJ" 4
"394" "MEN1" "PAEN-AU" "df2d41c4-7e79-4a46-aa4a-2a11c051ac40" "MMEJ" 8
"395" "MEN1" "PAEN-AU" "e3eb5217-50e4-49e2-a6fa-f847d091f3c9" "cNHEJ" 2
"396" "MEN1" "PAEN-AU" "e3eb5217-50e4-49e2-a6fa-f847d091f3c9" "MMEJ" 6
"397" "MEN1" "PAEN-AU" "e541b5b9-546d-47bc-acd6-4006ce0eec1d" "cNHEJ" 6
"398" "MEN1" "PAEN-AU" "e541b5b9-546d-47bc-acd6-4006ce0eec1d" "MMEJ" 11
"399" "MEN1" "PAEN-AU" "fe63d42b-d471-45b6-9bdf-1a3b55465d37" "cNHEJ" 3
"400" "MEN1" "PAEN-AU" "fe63d42b-d471-45b6-9bdf-1a3b55465d37" "MMEJ" 3
"401" "SETD2" "KIRC-US" "1e046ab9-fa4c-4c15-8d78-ed0048c80ebf" "cNHEJ" 12
"402" "SETD2" "KIRC-US" "1e046ab9-fa4c-4c15-8d78-ed0048c80ebf" "MMEJ" 18
"403" "SETD2" "KIRC-US" "54842328-9432-4820-8976-7964bf9bf147" "cNHEJ" 25
"404" "SETD2" "KIRC-US" "54842328-9432-4820-8976-7964bf9bf147" "MMEJ" 30
"405" "SETD2" "KIRC-US" "68b7fdb1-22b5-4152-9e69-a41151640cd8" "cNHEJ" 44
"406" "SETD2" "KIRC-US" "68b7fdb1-22b5-4152-9e69-a41151640cd8" "MMEJ" 40
"407" "SETD2" "KIRC-US" "a56cd282-f6c5-4373-b3d8-676562894598" "cNHEJ" 15
"408" "SETD2" "KIRC-US" "a56cd282-f6c5-4373-b3d8-676562894598" "MMEJ" 21
"409" "SETD2" "KIRC-US" "dacd4cc2-fc2b-4fbd-adf6-c8a46ae69c91" "cNHEJ" 47
"410" "SETD2" "KIRC-US" "dacd4cc2-fc2b-4fbd-adf6-c8a46ae69c91" "MMEJ" 22
"411" "SETD2" "KIRC-US" "f3c1a125-06e9-41c4-9558-275a3e346cc5" "cNHEJ" 22
"412" "SETD2" "KIRC-US" "f3c1a125-06e9-41c4-9558-275a3e346cc5" "MMEJ" 13
"413" "SETD2" "PACA-AU" "03c3c692-8a86-4843-85ae-e045f0fa6f88" "cNHEJ" 34
"414" "SETD2" "PACA-AU" "03c3c692-8a86-4843-85ae-e045f0fa6f88" "MMEJ" 321
"415" "SETD2" "PACA-AU" "25cf7449-8c5b-403e-aa75-e2af158598e8" "cNHEJ" 10
"416" "SETD2" "PACA-AU" "25cf7449-8c5b-403e-aa75-e2af158598e8" "MMEJ" 12
"417" "SETD2" "PACA-AU" "7410c00d-ed0b-48dc-a4bf-eb76ac613980" "cNHEJ" 14
"418" "SETD2" "PACA-AU" "7410c00d-ed0b-48dc-a4bf-eb76ac613980" "MMEJ" 38
"419" "SETD2" "PACA-AU" "7b318282-5df4-42bc-b1e0-0e4a66ba9204" "cNHEJ" 6
"420" "SETD2" "PACA-AU" "7b318282-5df4-42bc-b1e0-0e4a66ba9204" "MMEJ" 35
"421" "SETD2" "PACA-AU" "7ccb9a4d-6f48-41c2-a630-27fde8c67d60" "cNHEJ" 11
"422" "SETD2" "PACA-AU" "7ccb9a4d-6f48-41c2-a630-27fde8c67d60" "MMEJ" 25
"423" "SETD2" "PACA-AU" "b37d6283-6f95-4975-a794-f3d5c4bbc7b3" "cNHEJ" 10
"424" "SETD2" "PACA-AU" "b37d6283-6f95-4975-a794-f3d5c4bbc7b3" "MMEJ" 13
"425" "SETD2" "PACA-AU" "e56b0990-ff67-47c1-b9ad-87ef1d4aa2ae" "cNHEJ" 10
"426" "SETD2" "PACA-AU" "e56b0990-ff67-47c1-b9ad-87ef1d4aa2ae" "MMEJ" 45
"427" "SETD2" "PAEN-AU" "1a5bf97e-3d49-4d3f-b385-ffa7a295be9c" "cNHEJ" 3
"428" "SETD2" "PAEN-AU" "1a5bf97e-3d49-4d3f-b385-ffa7a295be9c" "MMEJ" 10
"429" "SETD2" "PAEN-AU" "1eb1bc62-18f6-4bcb-a16d-aa6a91914031" "cNHEJ" 4
"430" "SETD2" "PAEN-AU" "1eb1bc62-18f6-4bcb-a16d-aa6a91914031" "MMEJ" 11
"431" "SETD2" "PAEN-AU" "559c30f2-8ae7-43c8-819c-800261065e06" "cNHEJ" 5
"432" "SETD2" "PAEN-AU" "559c30f2-8ae7-43c8-819c-800261065e06" "MMEJ" 17
"433" "SETD2" "PAEN-AU" "79353875-9d86-4063-a8ea-1d998acb1e81" "cNHEJ" 10
"434" "SETD2" "PAEN-AU" "79353875-9d86-4063-a8ea-1d998acb1e81" "MMEJ" 17
"435" "SETD2" "PAEN-AU" "857a8354-9589-424e-98f4-98b9bfd6dcb0" "cNHEJ" 2
"436" "SETD2" "PAEN-AU" "857a8354-9589-424e-98f4-98b9bfd6dcb0" "MMEJ" 7
"437" "SETD2" "PAEN-AU" "d515c7d2-2314-46bf-9736-ff3f3d2ab599" "MMEJ" 7
"438" "SETD2" "PRAD-CA" "306ef5bc-97d0-4312-ae0e-343c4e31d869" "cNHEJ" 13
"439" "SETD2" "PRAD-CA" "306ef5bc-97d0-4312-ae0e-343c4e31d869" "MMEJ" 14
"440" "SETD2" "PRAD-CA" "e41bc2ec-3e0b-4c37-806b-3f6f25c8c4db" "cNHEJ" 3
"441" "SETD2" "PRAD-CA" "e41bc2ec-3e0b-4c37-806b-3f6f25c8c4db" "MMEJ" 31
"442" "SETD2" "PRAD-CA" "f8a165b0-51df-413c-b7c6-c7fc80547db4" "cNHEJ" 6
"443" "SETD2" "PRAD-CA" "f8a165b0-51df-413c-b7c6-c7fc80547db4" "MMEJ" 9
"444" "SETD2" "RECA-EU" "0168a2a6-c3af-4d58-a51c-d33f0fc7876d" "cNHEJ" 40
"445" "SETD2" "RECA-EU" "0168a2a6-c3af-4d58-a51c-d33f0fc7876d" "MMEJ" 29
"446" "SETD2" "RECA-EU" "155873b2-e5de-405f-87f6-6de0d238b160" "cNHEJ" 23
"447" "SETD2" "RECA-EU" "155873b2-e5de-405f-87f6-6de0d238b160" "MMEJ" 22
"448" "SETD2" "RECA-EU" "1d325d84-a3a0-4802-9842-76cb21cecb1c" "cNHEJ" 26
"449" "SETD2" "RECA-EU" "1d325d84-a3a0-4802-9842-76cb21cecb1c" "MMEJ" 19
"450" "SETD2" "RECA-EU" "34ab4c57-5240-4af7-a329-a5ab55934fd4" "cNHEJ" 35
"451" "SETD2" "RECA-EU" "34ab4c57-5240-4af7-a329-a5ab55934fd4" "MMEJ" 28
"452" "SETD2" "RECA-EU" "49ad3c8d-88cd-43cd-a273-1623fe2aec0b" "cNHEJ" 31
"453" "SETD2" "RECA-EU" "49ad3c8d-88cd-43cd-a273-1623fe2aec0b" "MMEJ" 37
"454" "SETD2" "RECA-EU" "6d3551d6-b5f4-4fd1-b8d7-8e5931096c19" "cNHEJ" 38
"455" "SETD2" "RECA-EU" "6d3551d6-b5f4-4fd1-b8d7-8e5931096c19" "MMEJ" 50
"456" "SETD2" "RECA-EU" "c2aafb9c-230a-43df-9a43-b34aa145a7bd" "cNHEJ" 36
"457" "SETD2" "RECA-EU" "c2aafb9c-230a-43df-9a43-b34aa145a7bd" "MMEJ" 38
"458" "SETD2" "RECA-EU" "c9ad6b1c-baa0-45a7-b7c4-733728505b8a" "cNHEJ" 51
"459" "SETD2" "RECA-EU" "c9ad6b1c-baa0-45a7-b7c4-733728505b8a" "MMEJ" 54
"460" "SETD2" "RECA-EU" "cbb788dd-964b-4cfd-80e1-979c7b5b3c52" "cNHEJ" 34
"461" "SETD2" "RECA-EU" "cbb788dd-964b-4cfd-80e1-979c7b5b3c52" "MMEJ" 34
"462" "SETD2" "RECA-EU" "d926a39f-d057-4e78-8907-b74f52157d99" "cNHEJ" 19
"463" "SETD2" "RECA-EU" "d926a39f-d057-4e78-8907-b74f52157d99" "MMEJ" 28
"464" "SETD2" "RECA-EU" "e053d377-e4f2-4aee-af7d-e61605e0f4f5" "cNHEJ" 30
"465" "SETD2" "RECA-EU" "e053d377-e4f2-4aee-af7d-e61605e0f4f5" "MMEJ" 39
"466" "SETD2" "RECA-EU" "e5c89fcf-cc57-4fad-a138-ea47ee9ea225" "cNHEJ" 23
"467" "SETD2" "RECA-EU" "e5c89fcf-cc57-4fad-a138-ea47ee9ea225" "MMEJ" 18
"468" "SETD2" "RECA-EU" "f4baf913-c4ac-46f3-83b6-306b9182207d" "cNHEJ" 18
"469" "SETD2" "RECA-EU" "f4baf913-c4ac-46f3-83b6-306b9182207d" "MMEJ" 26
"470" "TRRAP" "MELA-AU" "25e20393-752b-4796-9001-0e22ee04c586" "cNHEJ" 31
"471" "TRRAP" "MELA-AU" "25e20393-752b-4796-9001-0e22ee04c586" "MMEJ" 28
"472" "TRRAP" "MELA-AU" "7117854b-6f0a-4a43-b66c-506a3e29377d" "cNHEJ" 50
"473" "TRRAP" "MELA-AU" "7117854b-6f0a-4a43-b66c-506a3e29377d" "MMEJ" 74
"474" "TRRAP" "MELA-AU" "83a1b304-2ec1-44ae-a9c5-8ad3a2a46a1f" "cNHEJ" 10
"475" "TRRAP" "MELA-AU" "83a1b304-2ec1-44ae-a9c5-8ad3a2a46a1f" "MMEJ" 25
"476" "TRRAP" "MELA-AU" "b42d183c-bc9c-4652-9e56-10c54c5ee96e" "cNHEJ" 55
"477" "TRRAP" "MELA-AU" "b42d183c-bc9c-4652-9e56-10c54c5ee96e" "MMEJ" 52
"478" "TRRAP" "SKCM-US" "0dd0718d-5ddf-4c59-8c47-0f51303daeb5" "cNHEJ" 80
"479" "TRRAP" "SKCM-US" "0dd0718d-5ddf-4c59-8c47-0f51303daeb5" "MMEJ" 130
"480" "TRRAP" "SKCM-US" "14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0" "cNHEJ" 23
"481" "TRRAP" "SKCM-US" "14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0" "MMEJ" 43
"482" "TRRAP" "SKCM-US" "3869ff3f-21b9-4817-8ff4-83c6fc75ab11" "cNHEJ" 141
"483" "TRRAP" "SKCM-US" "3869ff3f-21b9-4817-8ff4-83c6fc75ab11" "MMEJ" 141
"484" "TRRAP" "SKCM-US" "d0e033bc-8e97-4322-b3b1-8626f1e2449b" "cNHEJ" 23
"485" "TRRAP" "SKCM-US" "d0e033bc-8e97-4322-b3b1-8626f1e2449b" "MMEJ" 28
